user_id,hw_cpu,hw_nvidia,hw_amd,hw_other,need_cross_vendor,perf_weight,port_weight,eco_weight,pref_directives,pref_kernels,greenfield,gpu_extend,cpu_port,domain_ai_ml,domain_hpc,domain_climate,domain_embedded,domain_graphics,domain_data_analytics,domain_other,lockin_tolerance,gpu_skill_level,framework
U020_S2,1,0,1,0,0,0.90,0.34,0.68,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.78,2,HIP
U020_S3,1,0,1,0,0,0.81,0.40,0.72,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.78,3,HIP
U020_S4,1,0,1,0,0,0.80,0.24,0.72,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.74,3,HIP
U021_S1,1,1,1,0,1,0.60,0.92,0.58,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.32,1,OpenCL
U021_S2,1,1,1,0,0,0.63,0.93,0.55,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.37,1,OpenCL
U021_S3,1,1,1,0,0,0.58,0.93,0.66,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.36,1,OpenCL
U021_S4,1,1,0,0,0,0.61,0.85,0.51,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,1,OpenCL
U022_S1,1,1,1,1,1,0.54,0.89,0.51,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.28,1,OpenCL
U022_S2,1,1,1,1,1,0.61,0.85,0.55,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.29,1,OpenCL
U022_S3,1,1,1,1,1,0.62,0.86,0.54,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.22,0,OpenCL
U022_S4,1,1,1,1,0,0.60,0.91,0.49,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,1,OpenCL
U023_S1,1,1,1,0,0,0.73,0.97,0.44,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.37,2,OpenCL
U023_S2,1,1,1,0,0,0.71,0.90,0.58,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.39,2,OpenCL
U023_S3,1,1,1,0,1,0.75,0.83,0.51,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.29,2,OpenCL
U023_S4,1,1,1,0,1,0.63,0.91,0.64,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.32,2,OpenCL
U024_S1,1,1,1,0,1,0.59,0.94,0.46,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.31,1,OpenCL
U024_S2,1,1,1,0,1,0.62,0.91,0.56,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,1,OpenCL
U024_S3,1,1,1,0,1,0.64,1.00,0.49,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.24,1,OpenCL
U024_S4,1,1,1,0,1,0.58,0.96,0.47,1,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.32,0,OpenCL
U025_S1,1,1,1,0,1,0.59,0.92,0.57,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.31,1,OpenCL
U025_S2,1,1,1,0,1,0.65,0.88,0.66,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.32,1,OpenCL
U025_S3,1,1,1,0,0,0.61,0.80,0.59,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.36,1,OpenCL
U025_S4,1,1,1,0,1,0.64,0.81,0.62,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.27,1,OpenCL
U026_S1,1,1,1,1,0,0.66,0.81,0.51,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.37,2,OpenCL
U026_S2,1,1,1,1,1,0.83,0.82,0.55,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.31,1,OpenCL
U026_S3,1,1,1,1,1,0.63,0.76,0.46,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.25,1,OpenCL
U026_S4,1,1,1,1,1,0.59,0.86,0.46,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.31,1,OpenCL
U027_S1,1,1,1,0,0,0.71,0.95,0.56,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.36,2,OpenCL
U027_S2,1,1,1,0,0,0.62,0.85,0.52,1,0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.39,1,OpenCL
U027_S3,1,1,1,0,0,0.68,0.90,0.50,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,2,OpenCL
U027_S4,1,1,1,0,1,0.59,0.83,0.52,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.28,2,OpenCL
U028_S1,1,1,1,0,1,0.74,0.94,0.49,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.32,2,OpenCL
U028_S2,1,1,1,0,1,0.68,0.87,0.53,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.32,1,OpenCL
U028_S3,1,1,1,0,1,0.57,0.87,0.53,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.32,1,OpenCL
U028_S4,1,1,1,0,1,0.68,0.88,0.62,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.32,0,OpenCL
U029_S1,1,1,1,0,1,0.54,0.87,0.59,0,1,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.18,1,OpenCL
U029_S2,1,1,1,0,1,0.56,0.80,0.51,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.24,1,OpenCL
U029_S3,1,1,1,0,1,0.64,0.90,0.58,0,1,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0,OpenCL
U029_S4,1,1,1,0,1,0.53,0.98,0.60,1,0,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.27,2,OpenCL
U030_S1,1,1,0,0,1,0.53,0.95,0.49,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.34,1,OpenCL
U030_S2,1,1,1,0,0,0.68,0.94,0.52,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,1,OpenCL
U030_S3,1,1,1,0,1,0.59,1.00,0.57,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.27,1,OpenCL
U030_S4,1,1,1,0,0,0.68,0.87,0.55,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.36,1,OpenCL
U031_S1,1,1,1,0,0,0.81,0.78,0.53,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1,SYCL
U031_S2,1,1,1,0,0,0.78,0.88,0.62,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.45,2,SYCL
U031_S3,1,1,1,0,0,0.86,0.74,0.62,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,3,SYCL
U031_S4,1,1,1,0,0,0.75,0.81,0.60,1,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,2,SYCL
U032_S1,1,1,1,0,0,0.77,0.80,0.63,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,0,SYCL
U032_S2,1,1,1,0,0,0.80,0.86,0.61,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,1,SYCL
U032_S3,1,0,1,0,0,0.67,0.89,0.55,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,1,SYCL
U032_S4,1,1,1,0,0,0.80,0.81,0.72,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,1,SYCL
U033_S1,1,1,1,0,0,0.76,0.71,0.56,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,1,SYCL
U033_S2,1,1,1,0,0,0.75,0.77,0.61,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,2,SYCL
U033_S3,1,1,1,0,0,0.78,0.79,0.62,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,2,SYCL
U033_S4,1,1,1,0,0,0.84,0.81,0.59,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,2,SYCL
U034_S1,1,1,1,1,0,0.84,0.79,0.59,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.42,2,SYCL
U034_S2,1,1,1,1,0,0.72,0.80,0.58,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.43,2,SYCL
U034_S3,1,1,1,0,0,0.85,0.80,0.54,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,2,SYCL
U034_S4,1,1,1,1,0,0.82,0.93,0.53,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.52,1,SYCL
U035_S1,1,1,1,0,0,0.79,0.88,0.61,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.43,1,SYCL
U035_S2,1,1,1,0,0,0.82,0.78,0.57,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.37,2,SYCL
U035_S3,1,0,1,0,0,0.83,0.88,0.53,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.45,1,SYCL
U035_S4,1,1,1,0,0,0.63,0.81,0.66,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,1,SYCL
U036_S1,1,1,1,0,0,0.79,0.73,0.70,0,1,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.39,2,SYCL
U036_S2,1,1,1,0,0,0.86,0.76,0.66,0,1,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.51,2,SYCL
U036_S3,1,1,1,0,0,0.76,0.77,0.52,0,1,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,2,SYCL
U036_S4,1,1,1,0,1,0.82,0.82,0.68,0,1,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.32,2,SYCL
U037_S1,1,1,1,0,1,0.75,0.80,0.62,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.34,3,SYCL
U037_S2,1,1,1,0,0,0.81,0.81,0.55,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.38,2,SYCL
U037_S3,1,1,1,0,0,0.78,0.76,0.64,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,1,SYCL
U037_S4,1,1,1,0,0,0.89,0.76,0.59,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.41,2,SYCL
U038_S1,1,1,1,0,0,0.92,0.76,0.63,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.42,2,SYCL
U038_S2,1,1,1,0,0,0.81,0.76,0.63,1,0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.49,2,SYCL
U038_S3,1,1,1,0,0,0.81,0.75,0.57,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.50,2,SYCL
U038_S4,1,1,1,0,0,0.72,0.73,0.59,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.53,2,SYCL
U039_S1,1,1,1,0,0,0.74,0.79,0.63,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,1,SYCL
U039_S2,1,1,1,0,0,0.79,0.92,0.65,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,1,SYCL
U039_S3,1,1,1,0,0,0.69,0.88,0.57,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.40,1,SYCL
U039_S4,1,1,1,0,0,0.69,0.87,0.70,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,1,SYCL
U040_S1,1,1,1,0,0,0.82,0.83,0.60,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.46,1,SYCL
U040_S2,1,1,1,0,0,0.75,0.74,0.60,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.47,2,SYCL
U040_S3,1,1,1,0,0,0.73,0.81,0.65,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.52,2,SYCL
U040_S4,1,1,1,0,0,0.78,0.92,0.65,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.52,2,SYCL
U041_S1,1,1,1,0,0,0.84,0.70,0.67,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.62,2,RAJA
U041_S2,1,1,1,0,0,0.91,0.70,0.73,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.57,2,RAJA
U041_S3,1,1,1,0,0,0.86,0.66,0.69,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,2,RAJA
U041_S4,1,1,1,0,0,0.86,0.70,0.76,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,2,RAJA
U042_S1,1,1,1,0,0,0.76,0.60,0.65,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.59,2,RAJA
U042_S2,1,1,1,0,0,0.67,0.80,0.66,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.49,2,RAJA
U042_S3,1,1,1,0,0,0.90,0.67,0.73,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.54,2,RAJA
U042_S4,1,1,1,0,0,0.82,0.68,0.75,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,2,RAJA
U043_S1,1,1,1,0,0,0.79,0.73,0.68,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.51,3,RAJA
U043_S2,1,1,1,0,0,0.64,0.78,0.75,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.44,2,RAJA
U043_S3,1,1,1,1,0,0.76,0.74,0.68,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.61,2,RAJA
U043_S4,1,1,0,0,0,0.71,0.65,0.79,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,2,RAJA
U044_S1,1,1,1,1,0,0.78,0.66,0.71,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,2,RAJA
U044_S2,1,1,1,1,0,0.89,0.66,0.75,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,3,RAJA
U044_S3,1,1,1,1,0,0.86,0.64,0.65,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,3,RAJA
U044_S4,1,1,1,1,0,0.83,0.69,0.64,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.63,3,RAJA
U045_S1,1,1,1,0,0,0.93,0.83,0.86,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.63,2,RAJA
U045_S2,1,1,1,0,0,0.75,0.68,0.67,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.51,2,RAJA
U045_S3,1,1,1,0,0,0.80,0.80,0.66,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.48,1,RAJA
U045_S4,1,1,1,0,0,0.78,0.78,0.57,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.48,2,RAJA
U046_S1,1,1,1,0,0,0.77,0.63,0.74,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.44,3,RAJA
U046_S2,1,1,1,0,0,0.67,0.73,0.68,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.47,2,RAJA
U046_S3,1,1,1,0,0,0.74,0.83,0.62,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.43,2,RAJA
U046_S4,1,1,1,0,0,0.75,0.82,0.70,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.39,3,RAJA
U047_S1,1,1,1,0,0,0.81,0.63,0.70,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.53,2,RAJA
U047_S2,1,1,1,0,0,0.93,0.65,0.78,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.57,2,RAJA
U047_S3,1,1,1,0,0,0.89,0.64,0.69,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,2,RAJA
U047_S4,1,1,1,0,0,0.83,0.69,0.74,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.65,2,RAJA
U048_S1,1,1,0,0,0,0.78,0.62,0.74,0,1,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.53,1,RAJA
U048_S2,1,1,1,0,0,0.70,0.72,0.71,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,2,RAJA
U048_S3,1,1,1,0,0,0.85,0.67,0.72,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.52,2,RAJA
U048_S4,1,1,1,0,0,0.84,0.64,0.68,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.45,2,RAJA
U049_S1,1,1,1,0,0,0.76,0.63,0.77,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.48,2,RAJA
U049_S2,1,1,1,0,0,0.84,0.68,0.82,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,3,RAJA
U049_S3,1,0,1,0,0,0.83,0.74,0.81,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.47,2,RAJA
U049_S4,1,1,1,0,0,0.74,0.70,0.70,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.54,3,RAJA
U050_S1,1,1,1,0,0,0.76,0.71,0.75,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.49,1,RAJA
U050_S2,1,1,1,0,0,0.87,0.74,0.82,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.46,2,RAJA
U050_S3,1,1,1,0,0,0.71,0.71,0.75,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.52,2,RAJA
U050_S4,1,1,1,0,0,0.86,0.86,0.74,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.57,1,RAJA
U051_S1,1,1,1,0,0,0.81,0.68,0.78,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.53,2,Kokkos
U051_S2,1,1,1,0,0,0.90,0.77,0.88,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.55,2,Kokkos
U051_S3,1,1,1,0,0,0.86,0.80,0.87,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.62,2,Kokkos
U051_S4,1,1,1,0,0,0.90,0.71,0.90,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,1,Kokkos
U052_S1,1,1,1,0,0,0.85,0.76,0.82,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,2,Kokkos
U052_S2,1,1,1,0,0,0.85,0.64,0.94,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.49,2,Kokkos
U052_S3,1,1,1,0,0,0.88,0.73,0.89,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,2,Kokkos
U052_S4,1,1,1,0,0,0.99,0.80,0.79,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.69,2,Kokkos
U053_S1,1,1,1,0,0,0.91,0.80,0.81,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.48,2,Kokkos
U053_S2,1,1,1,0,0,0.92,0.73,0.81,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.63,3,Kokkos
U053_S3,1,1,1,0,0,0.90,0.92,0.82,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.54,3,Kokkos
U053_S4,1,1,1,0,0,0.91,0.81,0.82,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.55,3,Kokkos
U054_S1,1,1,1,1,0,0.80,0.68,0.96,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,2,Kokkos
U054_S2,1,1,1,1,0,0.94,0.75,0.87,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.64,2,Kokkos
U054_S3,1,1,1,1,0,0.94,0.65,0.76,0,1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,2,Kokkos
U054_S4,1,1,1,1,0,0.87,0.74,0.77,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.54,1,Kokkos
U055_S1,1,1,1,0,0,0.80,0.68,0.87,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.55,2,Kokkos
U055_S2,1,1,1,0,0,0.69,0.77,0.95,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.58,3,Kokkos
U055_S3,1,1,0,0,0,0.89,0.74,0.82,1,0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.57,2,Kokkos
U055_S4,1,1,1,0,0,0.85,0.69,0.76,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.39,2,Kokkos
U056_S1,1,1,1,0,0,0.84,0.67,0.86,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,3,Kokkos
U056_S2,1,1,1,0,0,0.89,0.71,0.90,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,2,Kokkos
U056_S3,1,1,1,0,0,0.89,0.77,0.96,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.55,2,Kokkos
U056_S4,1,1,1,0,0,0.86,0.70,0.86,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.59,2,Kokkos
U057_S1,1,1,1,0,0,0.92,0.76,0.82,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.57,2,Kokkos
U057_S2,1,1,1,1,0,0.85,0.75,0.88,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.41,2,Kokkos
U057_S3,1,1,1,0,0,0.83,0.74,0.76,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.55,2,Kokkos
U057_S4,1,1,1,0,0,0.81,0.72,0.86,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.58,3,Kokkos
U058_S1,1,1,1,0,0,0.98,0.71,0.90,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.58,2,Kokkos
U058_S2,1,1,1,0,0,0.91,0.71,0.90,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.53,2,Kokkos
U058_S3,1,1,1,1,0,0.82,0.59,0.93,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.60,1,Kokkos
U058_S4,1,1,1,0,0,0.94,0.64,0.87,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.56,2,Kokkos
U059_S1,1,1,1,0,0,0.88,0.75,0.89,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2,Kokkos
U059_S2,1,1,1,0,0,0.93,0.78,0.89,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.52,2,Kokkos
U059_S3,1,1,1,0,0,0.90,0.78,0.87,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.40,2,Kokkos
U059_S4,1,1,1,0,0,0.78,0.72,0.83,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.53,2,Kokkos
U060_S1,1,1,1,0,0,0.91,0.73,0.78,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.41,2,Kokkos
U060_S2,1,1,1,1,0,0.89,0.76,0.94,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.52,3,Kokkos
U060_S3,1,1,1,0,0,0.86,0.87,0.85,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.47,3,Kokkos
U060_S4,1,1,1,0,0,0.89,0.74,0.76,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.62,3,Kokkos
U061_S1,1,1,1,0,1,0.68,0.57,0.65,1,0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.30,3,OpenACC
U061_S2,1,1,1,0,0,0.80,0.48,0.61,1,0,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.49,2,OpenACC
